FELONY ASSAULT	2010-11-08 03:58:00	37.8173384	-122.2676337
DOMESTIC VIOLENCE	2010-08-05 15:30:00	37.8043079	-122.2711613
FELONY ASSAULT	2010-11-08 03:58:00	37.8173384	-122.2676337
STOLEN VEHICLE	2010-10-07 17:26:00	37.8156675	-122.2640288
DISORDERLY CONDUCT	2010-08-18 00:00:00	37.8029683	-122.2764594
MISDEMEANOR ASSAULT	2010-08-14 00:00:00	37.8068540	-122.2744750
DOMESTIC VIOLENCE	2010-08-24 01:00:00	37.8138614	-122.2742502
ROBBERY	2010-08-24 03:45:00	37.8118670	-122.2793110
OTHER	2010-09-01 00:00:00	37.8068540	-122.2744750
BURG - AUTO	2010-08-19 00:00:00	37.8068540	-122.2744750
GRAND THEFT	2010-08-24 00:00:00	37.8068540	-122.2744750
BURG - COMMERCIAL	2010-08-25 00:00:00	37.8100338	-122.2675076
BURG - RESIDENTIAL	2010-09-01 00:00:00	37.8100338	-122.2675076
MISDEMEANOR ASSAULT	2010-08-31 00:00:00	37.8061122	-122.2705306
PETTY THEFT	2010-10-04 01:15:00	37.8084347	-122.2660490
MISDEMEANOR ASSAULT	2010-10-04 00:27:00	37.8022485	-122.2680455
NARCOTICS	2010-07-26 14:40:00	37.8138299	-122.2770581
ROBBERY	2010-10-10 17:40:00	37.8087943	-122.2726298
PETTY THEFT	2010-08-10 00:00:00	37.8001554	-122.2693199
OTHER	2010-08-09 00:00:00	37.8068540	-122.2744750
ROBBERY	2010-10-09 22:30:00	37.8109579	-122.2671422
NARCOTICS	2010-08-06 09:30:00	37.8196880	-122.2758500
PETTY THEFT	2010-08-05 00:00:00	37.8029106	-122.2646558
BURG - RESIDENTIAL	2010-08-06 09:52:00	37.8154028	-122.2703074
VANDALISM	2010-08-07 21:20:00	37.8019793	-122.2652152
STOLEN VEHICLE	2010-08-05 21:00:00	37.8000479	-122.2750550
MISDEMEANOR ASSAULT	2010-08-05 22:30:00	37.8066841	-122.2749895
GRAND THEFT	2010-08-23 17:00:00	37.8084347	-122.2660490
OTHER	2010-07-30 06:00:00	37.8029484	-122.2720313
DOMESTIC VIOLENCE	2010-09-03 07:44:00	37.8190772	-122.2672038
BURG - AUTO	2010-09-30 23:45:00	37.8022301	-122.2680427
BURG - AUTO	2010-09-30 21:00:00	37.8013521	-122.2745590
MISDEMEANOR ASSAULT	2010-08-09 20:45:00	37.8096038	-122.2646371
GRAND THEFT	2010-08-19 18:45:00	37.8134106	-122.2647490
NARCOTICS	2010-10-14 13:22:00	37.8110716	-122.2692416
OTHER	2010-09-14 00:00:00	37.8068540	-122.2744750
BURG - RESIDENTIAL	2010-08-17 00:00:00	37.8068540	-122.2744750
OTHER	2010-08-17 00:00:00	37.8068540	-122.2744750
MISDEMEANOR ASSAULT	2010-08-14 18:30:00	37.8116184	-122.2726946
